# ["--data_set_name=dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds", "--n_epochs=60", "--batch_size=128", "--learning_rate=0.0005", "--hidden_size=128", "--temperature=1.5", "--temp_update=0.97", "--length_cost=0.0", "--vocab_size_factor=3"]
data loaded from: ../zoo/intentional_game/data/dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds

opts
 Namespace(batch_size=128, checkpoint_dir=None, checkpoint_freq=0, cuda=True, data_set_name='dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds', device=device(type='cuda'), distributed_context=DistributedContext(is_distributed=False, rank=0, local_rank=0, world_size=1, mode='none'), distributed_port=18363, fp16=False, hidden_size=128, learning_rate=0.0005, length_cost=0.0, load_from_checkpoint=None, lr=0.01, max_len=1, mode='gs', n_epochs=60, no_cuda=False, optimizer='adam', preemptable=False, random_seed=1345479993, receiver_cell='gru', save_interaction_freq=0, sender_cell='gru', temp_update=0.97, temperature=1.5, tensorboard=False, tensorboard_dir='runs/', update_freq=1, validation_freq=1, vocab_size=10, vocab_size_factor=3)
{"loss": 2.3813564777374268, "acc": 0.07733678817749023, "length": 2.7910449504852295, "mode": "train", "epoch": 1}
{"loss": 2.3783750534057617, "acc": 0.08146122097969055, "length": 1.584489107131958, "mode": "test", "epoch": 1}
{"loss": 2.3188846111297607, "acc": 0.1019778624176979, "length": 2.7750840187072754, "mode": "train", "epoch": 2}
{"loss": 2.3062636852264404, "acc": 0.10421957075595856, "length": 2.6897830963134766, "mode": "test", "epoch": 2}
{"loss": 2.2019712924957275, "acc": 0.1368882954120636, "length": 3.294783353805542, "mode": "train", "epoch": 3}
{"loss": 2.188185214996338, "acc": 0.13186168670654297, "length": 3.4836881160736084, "mode": "test", "epoch": 3}
{"loss": 2.0982296466827393, "acc": 0.1492924988269806, "length": 3.7313666343688965, "mode": "train", "epoch": 4}
{"loss": 2.080139398574829, "acc": 0.14250829815864563, "length": 3.927231788635254, "mode": "test", "epoch": 4}
{"loss": 2.0360379219055176, "acc": 0.14928428828716278, "length": 3.898493528366089, "mode": "train", "epoch": 5}
{"loss": 2.019655704498291, "acc": 0.15432702004909515, "length": 3.8535847663879395, "mode": "test", "epoch": 5}
{"loss": 2.0112733840942383, "acc": 0.15677975118160248, "length": 3.933474540710449, "mode": "train", "epoch": 6}
{"loss": 1.999963402748108, "acc": 0.16233639419078827, "length": 3.8834733963012695, "mode": "test", "epoch": 6}
{"loss": 1.9924635887145996, "acc": 0.17054487764835358, "length": 3.8712360858917236, "mode": "train", "epoch": 7}
{"loss": 1.9994562864303589, "acc": 0.166829451918602, "length": 3.889529228210449, "mode": "test", "epoch": 7}
{"loss": 1.9623605012893677, "acc": 0.18205226957798004, "length": 3.8536412715911865, "mode": "train", "epoch": 8}
{"loss": 1.955349326133728, "acc": 0.18372729420661926, "length": 3.87233829498291, "mode": "test", "epoch": 8}
{"loss": 1.9225664138793945, "acc": 0.19653598964214325, "length": 3.874333381652832, "mode": "train", "epoch": 9}
{"loss": 1.9302834272384644, "acc": 0.1874389499425888, "length": 3.8593475818634033, "mode": "test", "epoch": 9}
{"loss": 1.8858166933059692, "acc": 0.20780996978282928, "length": 3.88647198677063, "mode": "train", "epoch": 10}
{"loss": 1.9042545557022095, "acc": 0.1951553076505661, "length": 3.9170737266540527, "mode": "test", "epoch": 10}
{"loss": 1.855673909187317, "acc": 0.21953439712524414, "length": 3.9115686416625977, "mode": "train", "epoch": 11}
{"loss": 1.8753721714019775, "acc": 0.2067786604166031, "length": 3.9504785537719727, "mode": "test", "epoch": 11}
{"loss": 1.8215386867523193, "acc": 0.23567862808704376, "length": 3.9164180755615234, "mode": "train", "epoch": 12}
{"loss": 1.8464479446411133, "acc": 0.2256300002336502, "length": 3.9582927227020264, "mode": "test", "epoch": 12}
{"loss": 1.764332890510559, "acc": 0.2634429931640625, "length": 3.9108448028564453, "mode": "train", "epoch": 13}
{"loss": 1.7683321237564087, "acc": 0.2502442002296448, "length": 3.9375853538513184, "mode": "test", "epoch": 13}
{"loss": 1.6955264806747437, "acc": 0.2907734513282776, "length": 3.9772987365722656, "mode": "train", "epoch": 14}
{"loss": 1.6932629346847534, "acc": 0.28472357988357544, "length": 4.0469818115234375, "mode": "test", "epoch": 14}
{"loss": 1.6223576068878174, "acc": 0.31934067606925964, "length": 4.057482719421387, "mode": "train", "epoch": 15}
{"loss": 1.6183449029922485, "acc": 0.3156866431236267, "length": 4.106954574584961, "mode": "test", "epoch": 15}
{"loss": 1.566054344177246, "acc": 0.33937588334083557, "length": 4.123551368713379, "mode": "train", "epoch": 16}
{"loss": 1.5726326704025269, "acc": 0.3332682251930237, "length": 4.147880554199219, "mode": "test", "epoch": 16}
{"loss": 1.5305205583572388, "acc": 0.35312798619270325, "length": 4.161385536193848, "mode": "train", "epoch": 17}
{"loss": 1.5491195917129517, "acc": 0.3317054212093353, "length": 4.195155143737793, "mode": "test", "epoch": 17}
{"loss": 1.51072359085083, "acc": 0.3610366880893707, "length": 4.172506809234619, "mode": "train", "epoch": 18}
{"loss": 1.5245534181594849, "acc": 0.35192421078681946, "length": 4.205704212188721, "mode": "test", "epoch": 18}
{"loss": 1.4878408908843994, "acc": 0.3706761598587036, "length": 4.207671165466309, "mode": "train", "epoch": 19}
{"loss": 1.4941425323486328, "acc": 0.3583707809448242, "length": 4.219085693359375, "mode": "test", "epoch": 19}
{"loss": 1.4686393737792969, "acc": 0.38062480092048645, "length": 4.220230579376221, "mode": "train", "epoch": 20}
{"loss": 1.501142978668213, "acc": 0.3601289391517639, "length": 4.183531761169434, "mode": "test", "epoch": 20}
{"loss": 1.4487769603729248, "acc": 0.393974244594574, "length": 4.216496467590332, "mode": "train", "epoch": 21}
{"loss": 1.4701539278030396, "acc": 0.3784918785095215, "length": 4.249658107757568, "mode": "test", "epoch": 21}
{"loss": 1.4280438423156738, "acc": 0.40759962797164917, "length": 4.222060203552246, "mode": "train", "epoch": 22}
{"loss": 1.4443445205688477, "acc": 0.3840593993663788, "length": 4.231978893280029, "mode": "test", "epoch": 22}
{"loss": 1.4053678512573242, "acc": 0.41368287801742554, "length": 4.241443634033203, "mode": "train", "epoch": 23}
{"loss": 1.4338725805282593, "acc": 0.3942176103591919, "length": 4.2299275398254395, "mode": "test", "epoch": 23}
{"loss": 1.3822896480560303, "acc": 0.42358162999153137, "length": 4.243506908416748, "mode": "train", "epoch": 24}
{"loss": 1.392518162727356, "acc": 0.40378978848457336, "length": 4.286970138549805, "mode": "test", "epoch": 24}
{"loss": 1.362378716468811, "acc": 0.4282793402671814, "length": 4.2708740234375, "mode": "train", "epoch": 25}
{"loss": 1.3994359970092773, "acc": 0.4148271083831787, "length": 4.262649059295654, "mode": "test", "epoch": 25}
{"loss": 1.3495439291000366, "acc": 0.43296298384666443, "length": 4.281712532043457, "mode": "train", "epoch": 26}
{"loss": 1.351397156715393, "acc": 0.4317249357700348, "length": 4.295467853546143, "mode": "test", "epoch": 26}
{"loss": 1.3290921449661255, "acc": 0.4430868625640869, "length": 4.298156261444092, "mode": "train", "epoch": 27}
