# ["--data_set_name=dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds", "--n_epochs=60", "--batch_size=128", "--learning_rate=0.001", "--hidden_size=256", "--temperature=1.5", "--temp_update=0.99", "--length_cost=0.0", "--vocab_size_factor=3"]
data loaded from: ../zoo/intentional_game/data/dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds

opts
 Namespace(batch_size=128, checkpoint_dir=None, checkpoint_freq=0, cuda=True, data_set_name='dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds', device=device(type='cuda'), distributed_context=DistributedContext(is_distributed=False, rank=0, local_rank=0, world_size=1, mode='none'), distributed_port=18363, fp16=False, hidden_size=256, learning_rate=0.001, length_cost=0.0, load_from_checkpoint=None, lr=0.01, max_len=1, mode='gs', n_epochs=60, no_cuda=False, optimizer='adam', preemptable=False, random_seed=1920189759, receiver_cell='gru', save_interaction_freq=0, sender_cell='gru', temp_update=0.99, temperature=1.5, tensorboard=False, tensorboard_dir='runs/', update_freq=1, validation_freq=1, vocab_size=10, vocab_size_factor=3)
{"loss": 2.397193431854248, "acc": 0.06609591096639633, "length": 1.4497560262680054, "mode": "train", "epoch": 1}
{"loss": 2.3758838176727295, "acc": 0.08800546824932098, "length": 1.6890017986297607, "mode": "test", "epoch": 1}
{"loss": 2.1583518981933594, "acc": 0.15860605239868164, "length": 2.9433114528656006, "mode": "train", "epoch": 2}
{"loss": 1.9895981550216675, "acc": 0.19525298476219177, "length": 3.3759522438049316, "mode": "test", "epoch": 2}
{"loss": 1.8148587942123413, "acc": 0.2467299848794937, "length": 3.63907790184021, "mode": "train", "epoch": 3}
{"loss": 1.7954295873641968, "acc": 0.24965813755989075, "length": 3.5228559970855713, "mode": "test", "epoch": 3}
{"loss": 1.6766382455825806, "acc": 0.312307208776474, "length": 3.82954740524292, "mode": "train", "epoch": 4}
{"loss": 1.6452404260635376, "acc": 0.330142617225647, "length": 4.014749050140381, "mode": "test", "epoch": 4}
{"loss": 1.4613656997680664, "acc": 0.41329100728034973, "length": 4.236977577209473, "mode": "train", "epoch": 5}
{"loss": 1.4238208532333374, "acc": 0.4345575273036957, "length": 4.289314270019531, "mode": "test", "epoch": 5}
{"loss": 1.152072548866272, "acc": 0.5350489616394043, "length": 4.599860191345215, "mode": "train", "epoch": 6}
{"loss": 1.079149603843689, "acc": 0.5471771955490112, "length": 4.6852898597717285, "mode": "test", "epoch": 6}
{"loss": 0.8507571816444397, "acc": 0.6501747965812683, "length": 4.869694709777832, "mode": "train", "epoch": 7}
{"loss": 0.8054071664810181, "acc": 0.6933971643447876, "length": 4.9774370193481445, "mode": "test", "epoch": 7}
{"loss": 0.5636881589889526, "acc": 0.7751786112785339, "length": 5.172241687774658, "mode": "train", "epoch": 8}
{"loss": 0.6583613753318787, "acc": 0.7472162246704102, "length": 5.236276626586914, "mode": "test", "epoch": 8}
{"loss": 0.33305126428604126, "acc": 0.8887706995010376, "length": 5.37282657623291, "mode": "train", "epoch": 9}
{"loss": 0.35932457447052, "acc": 0.87917560338974, "length": 5.348212718963623, "mode": "test", "epoch": 9}
{"loss": 0.11553190648555756, "acc": 0.971158504486084, "length": 5.48546028137207, "mode": "train", "epoch": 10}
{"loss": 0.17098453640937805, "acc": 0.9495018720626831, "length": 5.510939598083496, "mode": "test", "epoch": 10}
{"loss": 0.0541236586868763, "acc": 0.9894176721572876, "length": 5.5924296379089355, "mode": "train", "epoch": 11}
{"loss": 0.1453636735677719, "acc": 0.9561437964439392, "length": 5.589470386505127, "mode": "test", "epoch": 11}
{"loss": 0.034515514969825745, "acc": 0.9932559132575989, "length": 5.611639976501465, "mode": "train", "epoch": 12}
{"loss": 0.14349903166294098, "acc": 0.9579019546508789, "length": 5.533698081970215, "mode": "test", "epoch": 12}
{"loss": 0.02951439842581749, "acc": 0.9934468865394592, "length": 5.642843723297119, "mode": "train", "epoch": 13}
{"loss": 0.1308324933052063, "acc": 0.9664973616600037, "length": 5.555967807769775, "mode": "test", "epoch": 13}
{"loss": 0.0274564940482378, "acc": 0.993358850479126, "length": 5.661274433135986, "mode": "train", "epoch": 14}
{"loss": 0.1478630006313324, "acc": 0.9521390795707703, "length": 5.586931228637695, "mode": "test", "epoch": 14}
{"loss": 0.02829885669052601, "acc": 0.9931283593177795, "length": 5.669675827026367, "mode": "train", "epoch": 15}
{"loss": 0.1008969098329544, "acc": 0.9717718362808228, "length": 5.641238689422607, "mode": "test", "epoch": 15}
{"loss": 0.02537286840379238, "acc": 0.9941472411155701, "length": 5.638819217681885, "mode": "train", "epoch": 16}
{"loss": 0.10486582666635513, "acc": 0.967474102973938, "length": 5.6631178855896, "mode": "test", "epoch": 16}
{"loss": 0.023782966658473015, "acc": 0.9946377277374268, "length": 5.689863204956055, "mode": "train", "epoch": 17}
{"loss": 0.1060037612915039, "acc": 0.9668880701065063, "length": 5.6666340827941895, "mode": "test", "epoch": 17}
{"loss": 0.02066904678940773, "acc": 0.9957849383354187, "length": 5.717555046081543, "mode": "train", "epoch": 18}
{"loss": 0.11785206943750381, "acc": 0.9665950536727905, "length": 5.715764999389648, "mode": "test", "epoch": 18}
{"loss": 0.033730946481227875, "acc": 0.9928067922592163, "length": 5.7343573570251465, "mode": "train", "epoch": 19}
{"loss": 0.17376157641410828, "acc": 0.9513576626777649, "length": 5.762746810913086, "mode": "test", "epoch": 19}
{"loss": 0.02873697318136692, "acc": 0.9935311675071716, "length": 5.74562931060791, "mode": "train", "epoch": 20}
{"loss": 0.06928914040327072, "acc": 0.9789021015167236, "length": 5.799765586853027, "mode": "test", "epoch": 20}
{"loss": 0.021299906075000763, "acc": 0.9948609471321106, "length": 5.748417854309082, "mode": "train", "epoch": 21}
{"loss": 0.11152636259794235, "acc": 0.9693299531936646, "length": 5.737936973571777, "mode": "test", "epoch": 21}
{"loss": 0.01936137117445469, "acc": 0.9945681691169739, "length": 5.732898712158203, "mode": "train", "epoch": 22}
{"loss": 0.1125064492225647, "acc": 0.9663020372390747, "length": 5.737741947174072, "mode": "test", "epoch": 22}
{"loss": 0.016751987859606743, "acc": 0.9958021640777588, "length": 5.728437423706055, "mode": "train", "epoch": 23}
{"loss": 0.09031403809785843, "acc": 0.9740183353424072, "length": 5.680503845214844, "mode": "test", "epoch": 23}
{"loss": 0.016789088025689125, "acc": 0.9962303042411804, "length": 5.696372985839844, "mode": "train", "epoch": 24}
{"loss": 0.08490172773599625, "acc": 0.9743114113807678, "length": 5.6905646324157715, "mode": "test", "epoch": 24}
{"loss": 0.014663348905742168, "acc": 0.9963703751564026, "length": 5.746551513671875, "mode": "train", "epoch": 25}
{"loss": 0.09316184371709824, "acc": 0.9737253189086914, "length": 5.816370487213135, "mode": "test", "epoch": 25}
{"loss": 0.021498804911971092, "acc": 0.9943267703056335, "length": 5.7904486656188965, "mode": "train", "epoch": 26}
{"loss": 0.08333095163106918, "acc": 0.9760695695877075, "length": 5.763137340545654, "mode": "test", "epoch": 26}
{"loss": 0.01977907121181488, "acc": 0.9945289492607117, "length": 5.727142810821533, "mode": "train", "epoch": 27}
