# ["--data_set_name=dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds", "--n_epochs=60", "--batch_size=32", "--learning_rate=0.0005", "--hidden_size=256", "--temperature=1.5", "--temp_update=0.97", "--length_cost=0.0", "--vocab_size_factor=3"]
data loaded from: ../zoo/intentional_game/data/dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds

opts
 Namespace(batch_size=32, checkpoint_dir=None, checkpoint_freq=0, cuda=True, data_set_name='dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds', device=device(type='cuda'), distributed_context=DistributedContext(is_distributed=False, rank=0, local_rank=0, world_size=1, mode='none'), distributed_port=18363, fp16=False, hidden_size=256, learning_rate=0.0005, length_cost=0.0, load_from_checkpoint=None, lr=0.01, max_len=1, mode='gs', n_epochs=60, no_cuda=False, optimizer='adam', preemptable=False, random_seed=1735259324, receiver_cell='gru', save_interaction_freq=0, sender_cell='gru', temp_update=0.97, temperature=1.5, tensorboard=False, tensorboard_dir='runs/', update_freq=1, validation_freq=1, vocab_size=10, vocab_size_factor=3)
{"loss": 2.2924673557281494, "acc": 0.11132268607616425, "length": 2.2891106605529785, "mode": "train", "epoch": 1}
{"loss": 2.0897767543792725, "acc": 0.18929478526115417, "length": 3.0115256309509277, "mode": "test", "epoch": 1}
{"loss": 1.9383097887039185, "acc": 0.19755232334136963, "length": 3.2195279598236084, "mode": "train", "epoch": 2}
{"loss": 1.8894084692001343, "acc": 0.2053135335445404, "length": 3.1147685050964355, "mode": "test", "epoch": 2}
{"loss": 1.8431509733200073, "acc": 0.23869705200195312, "length": 3.3119475841522217, "mode": "train", "epoch": 3}
{"loss": 1.810001015663147, "acc": 0.25630006194114685, "length": 3.5048837661743164, "mode": "test", "epoch": 3}
{"loss": 1.7620820999145508, "acc": 0.27417799830436707, "length": 3.433459758758545, "mode": "train", "epoch": 4}
{"loss": 1.7433973550796509, "acc": 0.28677475452423096, "length": 3.447352886199951, "mode": "test", "epoch": 4}
{"loss": 1.714002013206482, "acc": 0.30332237482070923, "length": 3.4951183795928955, "mode": "train", "epoch": 5}
{"loss": 1.6986370086669922, "acc": 0.32076576352119446, "length": 3.5328187942504883, "mode": "test", "epoch": 5}
{"loss": 1.6492589712142944, "acc": 0.33496156334877014, "length": 3.6052393913269043, "mode": "train", "epoch": 6}
{"loss": 1.641444444656372, "acc": 0.33414730429649353, "length": 3.6693689823150635, "mode": "test", "epoch": 6}
{"loss": 1.5324424505233765, "acc": 0.3874712288379669, "length": 3.831904649734497, "mode": "train", "epoch": 7}
{"loss": 1.495249629020691, "acc": 0.40349677205085754, "length": 4.222015857696533, "mode": "test", "epoch": 7}
{"loss": 1.2935043573379517, "acc": 0.48781564831733704, "length": 4.4428229331970215, "mode": "train", "epoch": 8}
{"loss": 1.2528886795043945, "acc": 0.5019534826278687, "length": 4.5975775718688965, "mode": "test", "epoch": 8}
{"loss": 1.0469518899917603, "acc": 0.5933390855789185, "length": 4.753393650054932, "mode": "train", "epoch": 9}
{"loss": 0.9963923692703247, "acc": 0.6159406304359436, "length": 4.814416885375977, "mode": "test", "epoch": 9}
{"loss": 0.7348672151565552, "acc": 0.7162442803382874, "length": 4.976999759674072, "mode": "train", "epoch": 10}
{"loss": 0.6932306289672852, "acc": 0.7369603514671326, "length": 4.956534385681152, "mode": "test", "epoch": 10}
{"loss": 0.4759649932384491, "acc": 0.8246695399284363, "length": 5.100458145141602, "mode": "train", "epoch": 11}
{"loss": 0.4936603605747223, "acc": 0.8097284436225891, "length": 5.189685344696045, "mode": "test", "epoch": 11}
{"loss": 0.34198492765426636, "acc": 0.8695203065872192, "length": 5.132249355316162, "mode": "train", "epoch": 12}
{"loss": 0.4078615605831146, "acc": 0.8431334495544434, "length": 5.106173038482666, "mode": "test", "epoch": 12}
{"loss": 0.29182565212249756, "acc": 0.8851756453514099, "length": 5.192172527313232, "mode": "train", "epoch": 13}
{"loss": 0.3662213981151581, "acc": 0.8567103147506714, "length": 5.15403413772583, "mode": "test", "epoch": 13}
{"loss": 0.2661544978618622, "acc": 0.892564594745636, "length": 5.227758884429932, "mode": "train", "epoch": 14}
{"loss": 0.34230026602745056, "acc": 0.8619847893714905, "length": 5.214104175567627, "mode": "test", "epoch": 14}
{"loss": 0.24491974711418152, "acc": 0.9011087417602539, "length": 5.244283199310303, "mode": "train", "epoch": 15}
{"loss": 0.316394567489624, "acc": 0.8788825869560242, "length": 5.273686408996582, "mode": "test", "epoch": 15}
{"loss": 0.20319487154483795, "acc": 0.9291228652000427, "length": 5.314131259918213, "mode": "train", "epoch": 16}
{"loss": 0.24775658547878265, "acc": 0.9271342158317566, "length": 5.3201799392700195, "mode": "test", "epoch": 16}
{"loss": 0.12983004748821259, "acc": 0.966475248336792, "length": 5.357669830322266, "mode": "train", "epoch": 17}
{"loss": 0.24659661948680878, "acc": 0.9285016655921936, "length": 5.494725704193115, "mode": "test", "epoch": 17}
{"loss": 0.1055646613240242, "acc": 0.9734585285186768, "length": 5.442999839782715, "mode": "train", "epoch": 18}
{"loss": 0.1271321028470993, "acc": 0.9641531705856323, "length": 5.37185001373291, "mode": "test", "epoch": 18}
{"loss": 0.08960188180208206, "acc": 0.9769995808601379, "length": 5.419748306274414, "mode": "train", "epoch": 19}
{"loss": 0.18631519377231598, "acc": 0.9496971964836121, "length": 5.470404148101807, "mode": "test", "epoch": 19}
{"loss": 0.07790781557559967, "acc": 0.9807759523391724, "length": 5.447047710418701, "mode": "train", "epoch": 20}
{"loss": 0.09528639167547226, "acc": 0.9719671607017517, "length": 5.405157089233398, "mode": "test", "epoch": 20}
{"loss": 0.07480976730585098, "acc": 0.9791443943977356, "length": 5.457908630371094, "mode": "train", "epoch": 21}
{"loss": 0.11182864755392075, "acc": 0.9677671194076538, "length": 5.558995723724365, "mode": "test", "epoch": 21}
{"loss": 0.07346566766500473, "acc": 0.9802567362785339, "length": 5.466729164123535, "mode": "train", "epoch": 22}
{"loss": 0.14277935028076172, "acc": 0.9616135954856873, "length": 5.542879581451416, "mode": "test", "epoch": 22}
{"loss": 0.07172957807779312, "acc": 0.9818232655525208, "length": 5.532946586608887, "mode": "train", "epoch": 23}
{"loss": 0.07084682583808899, "acc": 0.9805626273155212, "length": 5.473529815673828, "mode": "test", "epoch": 23}
{"loss": 0.07584323734045029, "acc": 0.9816305041313171, "length": 5.498632907867432, "mode": "train", "epoch": 24}
{"loss": 0.11495142430067062, "acc": 0.9681578278541565, "length": 5.533990859985352, "mode": "test", "epoch": 24}
{"loss": 0.061314381659030914, "acc": 0.9841796159744263, "length": 5.520589828491211, "mode": "train", "epoch": 25}
{"loss": 0.0794663354754448, "acc": 0.9776323437690735, "length": 5.490525722503662, "mode": "test", "epoch": 25}
{"loss": 0.06405364722013474, "acc": 0.9839668273925781, "length": 5.564594745635986, "mode": "train", "epoch": 26}
{"loss": 0.13748107850551605, "acc": 0.9556553959846497, "length": 5.734030246734619, "mode": "test", "epoch": 26}
{"loss": 0.05511528626084328, "acc": 0.9861441850662231, "length": 5.619582653045654, "mode": "train", "epoch": 27}
