# ["--data_set_name=dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds", "--n_epochs=60", "--batch_size=64", "--learning_rate=0.001", "--hidden_size=128", "--temperature=1.5", "--temp_update=0.99", "--length_cost=0.0", "--vocab_size_factor=3"]
data loaded from: ../zoo/intentional_game/data/dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds

opts
 Namespace(batch_size=64, checkpoint_dir=None, checkpoint_freq=0, cuda=True, data_set_name='dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds', device=device(type='cuda'), distributed_context=DistributedContext(is_distributed=False, rank=0, local_rank=0, world_size=1, mode='none'), distributed_port=18363, fp16=False, hidden_size=128, learning_rate=0.001, length_cost=0.0, load_from_checkpoint=None, lr=0.01, max_len=1, mode='gs', n_epochs=60, no_cuda=False, optimizer='adam', preemptable=False, random_seed=129756907, receiver_cell='gru', save_interaction_freq=0, sender_cell='gru', temp_update=0.99, temperature=1.5, tensorboard=False, tensorboard_dir='runs/', update_freq=1, validation_freq=1, vocab_size=10, vocab_size_factor=3)
{"loss": 2.3600850105285645, "acc": 0.08851800113916397, "length": 2.5719146728515625, "mode": "train", "epoch": 1}
{"loss": 2.271003246307373, "acc": 0.11769876629114151, "length": 2.740769624710083, "mode": "test", "epoch": 1}
{"loss": 2.0202043056488037, "acc": 0.19393979012966156, "length": 3.7965688705444336, "mode": "train", "epoch": 2}
{"loss": 1.8469904661178589, "acc": 0.23608127236366272, "length": 3.889333963394165, "mode": "test", "epoch": 2}
{"loss": 1.7350927591323853, "acc": 0.2743532061576843, "length": 3.9920358657836914, "mode": "train", "epoch": 3}
{"loss": 1.7198597192764282, "acc": 0.2705606520175934, "length": 4.003223419189453, "mode": "test", "epoch": 3}
{"loss": 1.6199560165405273, "acc": 0.31398805975914, "length": 4.140042304992676, "mode": "train", "epoch": 4}
{"loss": 1.5733731985092163, "acc": 0.31764015555381775, "length": 4.265285968780518, "mode": "test", "epoch": 4}
{"loss": 1.5124530792236328, "acc": 0.33589595556259155, "length": 4.241709232330322, "mode": "train", "epoch": 5}
{"loss": 1.5484646558761597, "acc": 0.32291463017463684, "length": 4.315784454345703, "mode": "test", "epoch": 5}
{"loss": 1.4851782321929932, "acc": 0.349397212266922, "length": 4.2538299560546875, "mode": "train", "epoch": 6}
{"loss": 1.5097664594650269, "acc": 0.3287751376628876, "length": 4.2583513259887695, "mode": "test", "epoch": 6}
{"loss": 1.462799310684204, "acc": 0.3633197844028473, "length": 4.243640422821045, "mode": "train", "epoch": 7}
{"loss": 1.5202916860580444, "acc": 0.3405938744544983, "length": 4.288142204284668, "mode": "test", "epoch": 7}
{"loss": 1.4347902536392212, "acc": 0.3880786597728729, "length": 4.281963348388672, "mode": "train", "epoch": 8}
{"loss": 1.486008882522583, "acc": 0.366184800863266, "length": 4.219476222991943, "mode": "test", "epoch": 8}
{"loss": 1.3832181692123413, "acc": 0.41960859298706055, "length": 4.322076797485352, "mode": "train", "epoch": 9}
{"loss": 1.4779000282287598, "acc": 0.3899199068546295, "length": 4.1536431312561035, "mode": "test", "epoch": 9}
{"loss": 1.3570677042007446, "acc": 0.4384649693965912, "length": 4.331253528594971, "mode": "train", "epoch": 10}
{"loss": 1.4076355695724487, "acc": 0.4191248416900635, "length": 4.337956428527832, "mode": "test", "epoch": 10}
{"loss": 1.3047585487365723, "acc": 0.4640495181083679, "length": 4.3374505043029785, "mode": "train", "epoch": 11}
{"loss": 1.370475172996521, "acc": 0.4295760989189148, "length": 4.303281784057617, "mode": "test", "epoch": 11}
{"loss": 1.2232462167739868, "acc": 0.5061789155006409, "length": 4.37827730178833, "mode": "train", "epoch": 12}
{"loss": 1.2700170278549194, "acc": 0.4841766059398651, "length": 4.425278186798096, "mode": "test", "epoch": 12}
{"loss": 1.0958536863327026, "acc": 0.5646598935127258, "length": 4.486464977264404, "mode": "train", "epoch": 13}
{"loss": 1.1920276880264282, "acc": 0.5296933054924011, "length": 4.388063907623291, "mode": "test", "epoch": 13}
{"loss": 0.9556821584701538, "acc": 0.627372682094574, "length": 4.625843048095703, "mode": "train", "epoch": 14}
{"loss": 1.060098648071289, "acc": 0.588493824005127, "length": 4.641726970672607, "mode": "test", "epoch": 14}
{"loss": 0.7817433476448059, "acc": 0.6824194192886353, "length": 4.778940677642822, "mode": "train", "epoch": 15}
{"loss": 0.9866156578063965, "acc": 0.618089497089386, "length": 4.715667247772217, "mode": "test", "epoch": 15}
{"loss": 0.6725232601165771, "acc": 0.718643307685852, "length": 4.849869728088379, "mode": "train", "epoch": 16}
{"loss": 0.8080138564109802, "acc": 0.6599921584129333, "length": 4.920297145843506, "mode": "test", "epoch": 16}
{"loss": 0.6131156086921692, "acc": 0.7402970194816589, "length": 4.882598400115967, "mode": "train", "epoch": 17}
{"loss": 0.7368717789649963, "acc": 0.6930064558982849, "length": 4.839715003967285, "mode": "test", "epoch": 17}
{"loss": 0.5483511686325073, "acc": 0.778292715549469, "length": 4.944466590881348, "mode": "train", "epoch": 18}
{"loss": 0.6609489321708679, "acc": 0.7355929017066956, "length": 4.973725318908691, "mode": "test", "epoch": 18}
{"loss": 0.477213054895401, "acc": 0.8126311302185059, "length": 4.974529266357422, "mode": "train", "epoch": 19}
{"loss": 0.622856616973877, "acc": 0.7613791823387146, "length": 4.999609470367432, "mode": "test", "epoch": 19}
{"loss": 0.4055395722389221, "acc": 0.8446359038352966, "length": 5.020000457763672, "mode": "train", "epoch": 20}
{"loss": 0.5529451370239258, "acc": 0.7882398962974548, "length": 5.008399963378906, "mode": "test", "epoch": 20}
{"loss": 0.3645585775375366, "acc": 0.8599789142608643, "length": 5.0188751220703125, "mode": "train", "epoch": 21}
{"loss": 0.4911975562572479, "acc": 0.8061144948005676, "length": 4.957022666931152, "mode": "test", "epoch": 21}
{"loss": 0.3192949891090393, "acc": 0.8767088055610657, "length": 5.0153889656066895, "mode": "train", "epoch": 22}
{"loss": 0.48956099152565, "acc": 0.8061144948005676, "length": 4.946669101715088, "mode": "test", "epoch": 22}
{"loss": 0.28777655959129333, "acc": 0.8888950347900391, "length": 5.053554534912109, "mode": "train", "epoch": 23}
{"loss": 0.4911852478981018, "acc": 0.8146122097969055, "length": 5.02588415145874, "mode": "test", "epoch": 23}
{"loss": 0.27868127822875977, "acc": 0.9002553820610046, "length": 5.065290451049805, "mode": "train", "epoch": 24}
{"loss": 0.4695717990398407, "acc": 0.8388357162475586, "length": 5.037409782409668, "mode": "test", "epoch": 24}
{"loss": 0.2309497594833374, "acc": 0.92571622133255, "length": 5.114281177520752, "mode": "train", "epoch": 25}
{"loss": 0.3817090690135956, "acc": 0.8756592869758606, "length": 5.147294521331787, "mode": "test", "epoch": 25}
{"loss": 0.17015910148620605, "acc": 0.953948974609375, "length": 5.1524176597595215, "mode": "train", "epoch": 26}
{"loss": 0.2594912350177765, "acc": 0.9174643754959106, "length": 5.1481733322143555, "mode": "test", "epoch": 26}
{"loss": 0.11395572125911713, "acc": 0.9717505574226379, "length": 5.18364953994751, "mode": "train", "epoch": 27}
