# ["--data_set_name=dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds", "--n_epochs=60", "--batch_size=32", "--learning_rate=0.0005", "--hidden_size=128", "--temperature=1.5", "--temp_update=0.97", "--length_cost=0.0", "--vocab_size_factor=3"]
data loaded from: ../zoo/intentional_game/data/dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds

opts
 Namespace(batch_size=32, checkpoint_dir=None, checkpoint_freq=0, cuda=True, data_set_name='dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds', device=device(type='cuda'), distributed_context=DistributedContext(is_distributed=False, rank=0, local_rank=0, world_size=1, mode='none'), distributed_port=18363, fp16=False, hidden_size=128, learning_rate=0.0005, length_cost=0.0, load_from_checkpoint=None, lr=0.01, max_len=1, mode='gs', n_epochs=60, no_cuda=False, optimizer='adam', preemptable=False, random_seed=94281673, receiver_cell='gru', save_interaction_freq=0, sender_cell='gru', temp_update=0.97, temperature=1.5, tensorboard=False, tensorboard_dir='runs/', update_freq=1, validation_freq=1, vocab_size=10, vocab_size_factor=3)
{"loss": 2.319242477416992, "acc": 0.0959763154387474, "length": 2.471099376678467, "mode": "train", "epoch": 1}
{"loss": 2.245964527130127, "acc": 0.12277788668870926, "length": 2.5517678260803223, "mode": "test", "epoch": 1}
{"loss": 2.1920604705810547, "acc": 0.12972392141819, "length": 2.9547150135040283, "mode": "train", "epoch": 2}
{"loss": 2.192063570022583, "acc": 0.12316858768463135, "length": 3.0639772415161133, "mode": "test", "epoch": 2}
{"loss": 2.1703193187713623, "acc": 0.13247251510620117, "length": 3.228724479675293, "mode": "train", "epoch": 3}
{"loss": 2.153090476989746, "acc": 0.132447749376297, "length": 3.2893142700195312, "mode": "test", "epoch": 3}
{"loss": 2.126377582550049, "acc": 0.13603639602661133, "length": 3.3239238262176514, "mode": "train", "epoch": 4}
{"loss": 2.1399362087249756, "acc": 0.12697792053222656, "length": 3.3642313480377197, "mode": "test", "epoch": 4}
{"loss": 2.106279134750366, "acc": 0.14491425454616547, "length": 3.3249764442443848, "mode": "train", "epoch": 5}
{"loss": 2.108832359313965, "acc": 0.1394803673028946, "length": 3.3415706157684326, "mode": "test", "epoch": 5}
{"loss": 2.085500717163086, "acc": 0.15697823464870453, "length": 3.2751083374023438, "mode": "train", "epoch": 6}
{"loss": 2.0804784297943115, "acc": 0.15110373497009277, "length": 3.256202459335327, "mode": "test", "epoch": 6}
{"loss": 2.053474187850952, "acc": 0.16525475680828094, "length": 3.289872646331787, "mode": "train", "epoch": 7}
{"loss": 2.0689146518707275, "acc": 0.16614572703838348, "length": 3.3311192989349365, "mode": "test", "epoch": 7}
{"loss": 2.0313899517059326, "acc": 0.1782631129026413, "length": 3.358351469039917, "mode": "train", "epoch": 8}
{"loss": 2.0546834468841553, "acc": 0.15745262801647186, "length": 3.3672592639923096, "mode": "test", "epoch": 8}
{"loss": 1.999018669128418, "acc": 0.19462154805660248, "length": 3.3558967113494873, "mode": "train", "epoch": 9}
{"loss": 2.00052809715271, "acc": 0.1916389912366867, "length": 3.3972456455230713, "mode": "test", "epoch": 9}
{"loss": 1.9359710216522217, "acc": 0.21692493557929993, "length": 3.450218677520752, "mode": "train", "epoch": 10}
{"loss": 1.9426339864730835, "acc": 0.200722798705101, "length": 3.527446746826172, "mode": "test", "epoch": 10}
{"loss": 1.8665263652801514, "acc": 0.24317754805088043, "length": 3.660059928894043, "mode": "train", "epoch": 11}
{"loss": 1.8627195358276367, "acc": 0.243211567401886, "length": 3.800156354904175, "mode": "test", "epoch": 11}
{"loss": 1.8129253387451172, "acc": 0.2616492509841919, "length": 3.7719247341156006, "mode": "train", "epoch": 12}
{"loss": 1.839431643486023, "acc": 0.2410627007484436, "length": 3.773197889328003, "mode": "test", "epoch": 12}
{"loss": 1.7894847393035889, "acc": 0.27113398909568787, "length": 3.7573537826538086, "mode": "train", "epoch": 13}
{"loss": 1.8039287328720093, "acc": 0.26128149032592773, "length": 3.7683141231536865, "mode": "test", "epoch": 13}
{"loss": 1.7632243633270264, "acc": 0.28256794810295105, "length": 3.754045248031616, "mode": "train", "epoch": 14}
{"loss": 1.782761573791504, "acc": 0.2651885151863098, "length": 3.7888259887695312, "mode": "test", "epoch": 14}
{"loss": 1.7487964630126953, "acc": 0.2915935814380646, "length": 3.747493267059326, "mode": "train", "epoch": 15}
{"loss": 1.7714990377426147, "acc": 0.2719281017780304, "length": 3.7436022758483887, "mode": "test", "epoch": 15}
{"loss": 1.728536605834961, "acc": 0.29523324966430664, "length": 3.717371940612793, "mode": "train", "epoch": 16}
{"loss": 1.7599900960922241, "acc": 0.28013283014297485, "length": 3.7289509773254395, "mode": "test", "epoch": 16}
{"loss": 1.7167301177978516, "acc": 0.3030368387699127, "length": 3.7058351039886475, "mode": "train", "epoch": 17}
{"loss": 1.7505310773849487, "acc": 0.28579801321029663, "length": 3.7101972103118896, "mode": "test", "epoch": 17}
{"loss": 1.6998943090438843, "acc": 0.3101155459880829, "length": 3.699733257293701, "mode": "train", "epoch": 18}
{"loss": 1.7299972772598267, "acc": 0.29458877444267273, "length": 3.712150812149048, "mode": "test", "epoch": 18}
{"loss": 1.6852920055389404, "acc": 0.3187655210494995, "length": 3.699481725692749, "mode": "train", "epoch": 19}
{"loss": 1.7200965881347656, "acc": 0.3021097779273987, "length": 3.732564926147461, "mode": "test", "epoch": 19}
{"loss": 1.6701289415359497, "acc": 0.3296278119087219, "length": 3.704047441482544, "mode": "train", "epoch": 20}
{"loss": 1.7038307189941406, "acc": 0.3152959644794464, "length": 3.7271928787231445, "mode": "test", "epoch": 20}
{"loss": 1.662104845046997, "acc": 0.3342908024787903, "length": 3.700906991958618, "mode": "train", "epoch": 21}
{"loss": 1.7209043502807617, "acc": 0.3152959644794464, "length": 3.717620611190796, "mode": "test", "epoch": 21}
{"loss": 1.6517590284347534, "acc": 0.33995726704597473, "length": 3.7007076740264893, "mode": "train", "epoch": 22}
{"loss": 1.6905430555343628, "acc": 0.3208634555339813, "length": 3.7107832431793213, "mode": "test", "epoch": 22}
{"loss": 1.6356723308563232, "acc": 0.34895122051239014, "length": 3.69588565826416, "mode": "train", "epoch": 23}
{"loss": 1.6749801635742188, "acc": 0.32213324308395386, "length": 3.706387996673584, "mode": "test", "epoch": 23}
{"loss": 1.624513864517212, "acc": 0.35097503662109375, "length": 3.7003064155578613, "mode": "train", "epoch": 24}
{"loss": 1.6653270721435547, "acc": 0.3300449252128601, "length": 3.718108892440796, "mode": "test", "epoch": 24}
{"loss": 1.6104182004928589, "acc": 0.3591744899749756, "length": 3.6951708793640137, "mode": "train", "epoch": 25}
{"loss": 1.6461008787155151, "acc": 0.3357101082801819, "length": 3.7146904468536377, "mode": "test", "epoch": 25}
{"loss": 1.5989283323287964, "acc": 0.3653603196144104, "length": 3.696214437484741, "mode": "train", "epoch": 26}
{"loss": 1.6442192792892456, "acc": 0.342352032661438, "length": 3.7207462787628174, "mode": "test", "epoch": 26}
{"loss": 1.5854322910308838, "acc": 0.3730621933937073, "length": 3.701472759246826, "mode": "train", "epoch": 27}
