# ["--data_set_name=dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds", "--n_epochs=60", "--batch_size=32", "--learning_rate=0.001", "--hidden_size=256", "--temperature=1.5", "--temp_update=0.99", "--length_cost=0.0", "--vocab_size_factor=3"]
data loaded from: ../zoo/intentional_game/data/dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds

opts
 Namespace(batch_size=32, checkpoint_dir=None, checkpoint_freq=0, cuda=True, data_set_name='dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds', device=device(type='cuda'), distributed_context=DistributedContext(is_distributed=False, rank=0, local_rank=0, world_size=1, mode='none'), distributed_port=18363, fp16=False, hidden_size=256, learning_rate=0.001, length_cost=0.0, load_from_checkpoint=None, lr=0.01, max_len=1, mode='gs', n_epochs=60, no_cuda=False, optimizer='adam', preemptable=False, random_seed=488680867, receiver_cell='gru', save_interaction_freq=0, sender_cell='gru', temp_update=0.99, temperature=1.5, tensorboard=False, tensorboard_dir='runs/', update_freq=1, validation_freq=1, vocab_size=10, vocab_size_factor=3)
{"loss": 2.342900037765503, "acc": 0.08414823561906815, "length": 1.5342596769332886, "mode": "train", "epoch": 1}
{"loss": 2.2043752670288086, "acc": 0.13303379714488983, "length": 2.1818714141845703, "mode": "test", "epoch": 1}
{"loss": 2.096505641937256, "acc": 0.1440841555595398, "length": 2.692981004714966, "mode": "train", "epoch": 2}
{"loss": 2.0404770374298096, "acc": 0.1576479822397232, "length": 2.9103341102600098, "mode": "test", "epoch": 2}
{"loss": 2.0252463817596436, "acc": 0.16570663452148438, "length": 2.908508539199829, "mode": "train", "epoch": 3}
{"loss": 2.0252110958099365, "acc": 0.16487595438957214, "length": 2.9054503440856934, "mode": "test", "epoch": 3}
{"loss": 1.9956783056259155, "acc": 0.17745588719844818, "length": 2.816084146499634, "mode": "train", "epoch": 4}
{"loss": 1.9905807971954346, "acc": 0.1730806827545166, "length": 2.819007635116577, "mode": "test", "epoch": 4}
{"loss": 1.9343851804733276, "acc": 0.20220214128494263, "length": 2.9452884197235107, "mode": "train", "epoch": 5}
{"loss": 1.8481544256210327, "acc": 0.21508106589317322, "length": 3.157061815261841, "mode": "test", "epoch": 5}
{"loss": 1.6954872608184814, "acc": 0.2794973850250244, "length": 3.486743450164795, "mode": "train", "epoch": 6}
{"loss": 1.612457275390625, "acc": 0.30191442370414734, "length": 3.658527135848999, "mode": "test", "epoch": 6}
{"loss": 1.5288715362548828, "acc": 0.34377071261405945, "length": 3.7781100273132324, "mode": "train", "epoch": 7}
{"loss": 1.4959640502929688, "acc": 0.33824965357780457, "length": 3.7504396438598633, "mode": "test", "epoch": 7}
{"loss": 1.4546209573745728, "acc": 0.370284765958786, "length": 3.7009146213531494, "mode": "train", "epoch": 8}
{"loss": 1.4527828693389893, "acc": 0.3716546297073364, "length": 3.7324671745300293, "mode": "test", "epoch": 8}
{"loss": 1.3701128959655762, "acc": 0.41664397716522217, "length": 3.802135705947876, "mode": "train", "epoch": 9}
{"loss": 1.3558400869369507, "acc": 0.4369994103908539, "length": 3.9679625034332275, "mode": "test", "epoch": 9}
{"loss": 1.192567229270935, "acc": 0.49646639823913574, "length": 3.9959118366241455, "mode": "train", "epoch": 10}
{"loss": 1.160961627960205, "acc": 0.5000976920127869, "length": 4.051767826080322, "mode": "test", "epoch": 10}
{"loss": 1.0955901145935059, "acc": 0.5266908407211304, "length": 4.0749735832214355, "mode": "train", "epoch": 11}
{"loss": 1.125112533569336, "acc": 0.509474515914917, "length": 4.06436824798584, "mode": "test", "epoch": 11}
{"loss": 1.0201842784881592, "acc": 0.5519574880599976, "length": 4.2925615310668945, "mode": "train", "epoch": 12}
{"loss": 1.037896990776062, "acc": 0.5282281637191772, "length": 4.486911296844482, "mode": "test", "epoch": 12}
{"loss": 0.9780330657958984, "acc": 0.5594373345375061, "length": 4.471435070037842, "mode": "train", "epoch": 13}
{"loss": 1.032929539680481, "acc": 0.5280328392982483, "length": 4.5524516105651855, "mode": "test", "epoch": 13}
{"loss": 0.9642904996871948, "acc": 0.5701528191566467, "length": 4.515549659729004, "mode": "train", "epoch": 14}
{"loss": 1.020621657371521, "acc": 0.5290095806121826, "length": 4.498632431030273, "mode": "test", "epoch": 14}
{"loss": 0.9539371132850647, "acc": 0.5808833837509155, "length": 4.533002853393555, "mode": "train", "epoch": 15}
{"loss": 1.0892949104309082, "acc": 0.5437585711479187, "length": 4.487888336181641, "mode": "test", "epoch": 15}
{"loss": 0.938245952129364, "acc": 0.5914076566696167, "length": 4.4762420654296875, "mode": "train", "epoch": 16}
{"loss": 0.9817832112312317, "acc": 0.5617308020591736, "length": 4.445985317230225, "mode": "test", "epoch": 16}
{"loss": 0.8976690173149109, "acc": 0.6186282634735107, "length": 4.439226150512695, "mode": "train", "epoch": 17}
{"loss": 0.9623412489891052, "acc": 0.5881031155586243, "length": 4.481734752655029, "mode": "test", "epoch": 17}
{"loss": 0.8572359085083008, "acc": 0.6513473987579346, "length": 4.528729438781738, "mode": "train", "epoch": 18}
{"loss": 0.9457859992980957, "acc": 0.6100801229476929, "length": 4.587419509887695, "mode": "test", "epoch": 18}
{"loss": 0.7856386303901672, "acc": 0.6778663992881775, "length": 4.524238109588623, "mode": "train", "epoch": 19}
{"loss": 1.079391598701477, "acc": 0.6199452877044678, "length": 4.470013618469238, "mode": "test", "epoch": 19}
{"loss": 0.7483776211738586, "acc": 0.6980642080307007, "length": 4.572729110717773, "mode": "train", "epoch": 20}
{"loss": 0.8162077069282532, "acc": 0.6691736578941345, "length": 4.589959144592285, "mode": "test", "epoch": 20}
{"loss": 0.6822405457496643, "acc": 0.7290946841239929, "length": 4.65275239944458, "mode": "train", "epoch": 21}
{"loss": 0.7638866305351257, "acc": 0.6949599385261536, "length": 4.636940956115723, "mode": "test", "epoch": 21}
{"loss": 0.6041678190231323, "acc": 0.7737023234367371, "length": 4.765929698944092, "mode": "train", "epoch": 22}
{"loss": 0.7199031114578247, "acc": 0.7382301092147827, "length": 4.789607524871826, "mode": "test", "epoch": 22}
{"loss": 0.5418489575386047, "acc": 0.8011660575866699, "length": 4.858784198760986, "mode": "train", "epoch": 23}
{"loss": 0.6527189016342163, "acc": 0.76645827293396, "length": 4.886403560638428, "mode": "test", "epoch": 23}
{"loss": 0.4783252477645874, "acc": 0.8301747441291809, "length": 4.958877086639404, "mode": "train", "epoch": 24}
{"loss": 0.5423374772071838, "acc": 0.8083609938621521, "length": 4.939929485321045, "mode": "test", "epoch": 24}
{"loss": 0.385039359331131, "acc": 0.8648684620857239, "length": 4.981627464294434, "mode": "train", "epoch": 25}
{"loss": 0.5307933688163757, "acc": 0.8229146599769592, "length": 4.94373893737793, "mode": "test", "epoch": 25}
{"loss": 0.3175463080406189, "acc": 0.890957236289978, "length": 5.012532711029053, "mode": "train", "epoch": 26}
{"loss": 0.4030691087245941, "acc": 0.8582730889320374, "length": 4.989060401916504, "mode": "test", "epoch": 26}
{"loss": 0.2598525285720825, "acc": 0.9113407135009766, "length": 5.030515670776367, "mode": "train", "epoch": 27}
