# ["--data_set_name=dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds", "--n_epochs=60", "--batch_size=64", "--learning_rate=0.0005", "--hidden_size=256", "--temperature=1.5", "--temp_update=0.97", "--length_cost=0.0", "--vocab_size_factor=3"]
data loaded from: ../zoo/intentional_game/data/dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds

opts
 Namespace(batch_size=64, checkpoint_dir=None, checkpoint_freq=0, cuda=True, data_set_name='dim[4, 4, 4, 4, 4]_dist10-0_scale10_upsampleTrue_balancedFalse.ds', device=device(type='cuda'), distributed_context=DistributedContext(is_distributed=False, rank=0, local_rank=0, world_size=1, mode='none'), distributed_port=18363, fp16=False, hidden_size=256, learning_rate=0.0005, length_cost=0.0, load_from_checkpoint=None, lr=0.01, max_len=1, mode='gs', n_epochs=60, no_cuda=False, optimizer='adam', preemptable=False, random_seed=1500689511, receiver_cell='gru', save_interaction_freq=0, sender_cell='gru', temp_update=0.97, temperature=1.5, tensorboard=False, tensorboard_dir='runs/', update_freq=1, validation_freq=1, vocab_size=10, vocab_size_factor=3)
{"loss": 2.3396971225738525, "acc": 0.09423734247684479, "length": 2.1584887504577637, "mode": "train", "epoch": 1}
{"loss": 2.262824296951294, "acc": 0.12189880758523941, "length": 2.611642837524414, "mode": "test", "epoch": 1}
{"loss": 2.0862107276916504, "acc": 0.1698455512523651, "length": 3.0539119243621826, "mode": "train", "epoch": 2}
{"loss": 2.016677141189575, "acc": 0.19535066187381744, "length": 3.176499366760254, "mode": "test", "epoch": 2}
{"loss": 1.8403264284133911, "acc": 0.2389301359653473, "length": 3.3379604816436768, "mode": "train", "epoch": 3}
{"loss": 1.8247301578521729, "acc": 0.24076968431472778, "length": 3.315002918243408, "mode": "test", "epoch": 3}
{"loss": 1.7058634757995605, "acc": 0.2870042026042938, "length": 3.520481586456299, "mode": "train", "epoch": 4}
{"loss": 1.7297683954238892, "acc": 0.29273295402526855, "length": 3.596991539001465, "mode": "test", "epoch": 4}
{"loss": 1.6060429811477661, "acc": 0.3220556676387787, "length": 3.645887613296509, "mode": "train", "epoch": 5}
{"loss": 1.6336220502853394, "acc": 0.3164680600166321, "length": 3.667513132095337, "mode": "test", "epoch": 5}
{"loss": 1.536750316619873, "acc": 0.3513467013835907, "length": 3.6447651386260986, "mode": "train", "epoch": 6}
{"loss": 1.5830765962600708, "acc": 0.3354170620441437, "length": 3.8545613288879395, "mode": "test", "epoch": 6}
{"loss": 1.488155484199524, "acc": 0.38073667883872986, "length": 3.7289083003997803, "mode": "train", "epoch": 7}
{"loss": 1.5749543905258179, "acc": 0.345868319272995, "length": 3.8124632835388184, "mode": "test", "epoch": 7}
{"loss": 1.4390445947647095, "acc": 0.41187191009521484, "length": 3.7586536407470703, "mode": "train", "epoch": 8}
{"loss": 1.5014957189559937, "acc": 0.3973432183265686, "length": 3.8129518032073975, "mode": "test", "epoch": 8}
{"loss": 1.3742587566375732, "acc": 0.4525291919708252, "length": 3.7772607803344727, "mode": "train", "epoch": 9}
{"loss": 1.4402745962142944, "acc": 0.423910915851593, "length": 3.7932212352752686, "mode": "test", "epoch": 9}
{"loss": 1.2979694604873657, "acc": 0.4812954068183899, "length": 3.8501250743865967, "mode": "train", "epoch": 10}
{"loss": 1.4464571475982666, "acc": 0.42449697852134705, "length": 3.971869468688965, "mode": "test", "epoch": 10}
{"loss": 1.2216483354568481, "acc": 0.5036425590515137, "length": 4.048549175262451, "mode": "train", "epoch": 11}
{"loss": 1.2664026021957397, "acc": 0.4734323024749756, "length": 4.073451995849609, "mode": "test", "epoch": 11}
{"loss": 1.1444151401519775, "acc": 0.5341752767562866, "length": 4.188518524169922, "mode": "train", "epoch": 12}
{"loss": 1.2248984575271606, "acc": 0.5063489079475403, "length": 4.181578636169434, "mode": "test", "epoch": 12}
{"loss": 1.0598353147506714, "acc": 0.570854127407074, "length": 4.320748805999756, "mode": "train", "epoch": 13}
{"loss": 1.0997155904769897, "acc": 0.5615354776382446, "length": 4.436315536499023, "mode": "test", "epoch": 13}
{"loss": 0.9460515379905701, "acc": 0.6226981282234192, "length": 4.556054592132568, "mode": "train", "epoch": 14}
{"loss": 1.00348961353302, "acc": 0.5980660319328308, "length": 4.579214572906494, "mode": "test", "epoch": 14}
{"loss": 0.8406568765640259, "acc": 0.6668282747268677, "length": 4.720348834991455, "mode": "train", "epoch": 15}
{"loss": 0.8673810362815857, "acc": 0.6473920941352844, "length": 4.786481857299805, "mode": "test", "epoch": 15}
{"loss": 0.726199209690094, "acc": 0.7047833204269409, "length": 4.879646301269531, "mode": "train", "epoch": 16}
{"loss": 0.8150426745414734, "acc": 0.6753272414207458, "length": 4.872142791748047, "mode": "test", "epoch": 16}
{"loss": 0.6592239737510681, "acc": 0.732556939125061, "length": 4.935399055480957, "mode": "train", "epoch": 17}
{"loss": 0.6907547116279602, "acc": 0.7146903872489929, "length": 4.956632137298584, "mode": "test", "epoch": 17}
{"loss": 0.6303470730781555, "acc": 0.744356632232666, "length": 4.980296611785889, "mode": "train", "epoch": 18}
{"loss": 0.6953933835029602, "acc": 0.7140066623687744, "length": 5.0076189041137695, "mode": "test", "epoch": 18}
{"loss": 0.6023667454719543, "acc": 0.7554660439491272, "length": 5.0496721267700195, "mode": "train", "epoch": 19}
{"loss": 0.6858028769493103, "acc": 0.7265090942382812, "length": 5.032037734985352, "mode": "test", "epoch": 19}
{"loss": 0.5712947845458984, "acc": 0.769517183303833, "length": 5.085014820098877, "mode": "train", "epoch": 20}
{"loss": 0.6346580386161804, "acc": 0.7494627833366394, "length": 5.227095127105713, "mode": "test", "epoch": 20}
{"loss": 0.5383041501045227, "acc": 0.7872263789176941, "length": 5.117629051208496, "mode": "train", "epoch": 21}
{"loss": 0.607227623462677, "acc": 0.7536628246307373, "length": 5.122973442077637, "mode": "test", "epoch": 21}
{"loss": 0.5387639403343201, "acc": 0.7845882773399353, "length": 5.187014579772949, "mode": "train", "epoch": 22}
{"loss": 0.5913746356964111, "acc": 0.7638210654258728, "length": 5.225141525268555, "mode": "test", "epoch": 22}
{"loss": 0.4986492395401001, "acc": 0.7974520325660706, "length": 5.227186679840088, "mode": "train", "epoch": 23}
{"loss": 0.565667986869812, "acc": 0.7742723226547241, "length": 5.204629898071289, "mode": "test", "epoch": 23}
{"loss": 0.5591813325881958, "acc": 0.784814178943634, "length": 5.251468658447266, "mode": "train", "epoch": 24}
{"loss": 0.5450703501701355, "acc": 0.7783746719360352, "length": 5.2850165367126465, "mode": "test", "epoch": 24}
{"loss": 0.4529210031032562, "acc": 0.8156611919403076, "length": 5.297301292419434, "mode": "train", "epoch": 25}
{"loss": 0.5247922539710999, "acc": 0.7863840460777283, "length": 5.267435073852539, "mode": "test", "epoch": 25}
{"loss": 0.42694932222366333, "acc": 0.8256065845489502, "length": 5.280056476593018, "mode": "train", "epoch": 26}
{"loss": 0.4894605576992035, "acc": 0.7946864366531372, "length": 5.261574745178223, "mode": "test", "epoch": 26}
{"loss": 0.4322708547115326, "acc": 0.8233939409255981, "length": 5.306852340698242, "mode": "train", "epoch": 27}
